city,date,aqi,pm2_5,pm10,no2,o3,temperature,humidity,hospital_admissions,population_density,hospital_capacity,year,month_num,month,year_month,capacity_utilization_pct,aqi_category
Tokyo,2143-06-11,208,40.9,111.2,27.5,48.9,22.9,39,4,Suburban,424,2143,6,Jun,2143-06,0.94,Very Unhealthy
Los Angeles,2143-06-12,291,31.6,42.0,35.0,27.2,28.7,56,6,Urban,571,2143,6,Jun,2143-06,1.05,Very Unhealthy
Los Angeles,2143-06-13,376,54.0,60.8,34.8,43.1,37.2,71,10,Suburban,1825,2143,6,Jun,2143-06,0.55,Hazardous
Mexico City,2143-06-14,336,39.6,52.1,36.5,27.9,18.3,65,11,Urban,497,2143,6,Jun,2143-06,2.21,Hazardous
Delhi,2143-06-15,220,36.3,88.4,25.9,39.0,16.3,83,10,Suburban,536,2143,6,Jun,2143-06,1.87,Very Unhealthy
Tokyo,2143-06-16,261,57.6,43.2,28.7,14.8,12.7,73,14,Suburban,1912,2143,6,Jun,2143-06,0.73,Very Unhealthy
London,2143-06-17,312,29.5,59.2,29.6,34.4,27.4,74,7,Suburban,909,2143,6,Jun,2143-06,0.77,Hazardous
Los Angeles,2143-06-18,250,26.1,31.3,29.4,51.0,14.7,77,7,Suburban,606,2143,6,Jun,2143-06,1.16,Very Unhealthy
London,2143-06-19,338,10.3,34.9,26.5,29.5,27.5,70,7,Urban,74,2143,6,Jun,2143-06,9.46,Hazardous
Delhi,2143-06-20,392,24.0,56.4,19.7,68.7,21.3,88,10,Rural,931,2143,6,Jun,2143-06,1.07,Hazardous
Delhi,2143-06-21,142,28.4,43.6,27.8,44.9,34.8,70,9,Suburban,1982,2143,6,Jun,2143-06,0.45,Unhealthy for Sensitive Groups
Delhi,2143-06-22,215,26.5,32.8,26.6,37.4,36.5,41,6,Urban,194,2143,6,Jun,2143-06,3.09,Very Unhealthy
Mexico City,2143-06-23,423,14.9,34.5,26.2,30.0,36.4,47,6,Urban,235,2143,6,Jun,2143-06,2.55,Hazardous
Beijing,2143-06-24,272,43.0,61.3,20.8,50.7,22.7,83,15,Suburban,1272,2143,6,Jun,2143-06,1.18,Very Unhealthy
Delhi,2143-06-25,325,37.4,59.8,23.7,21.0,28.9,50,11,Suburban,1855,2143,6,Jun,2143-06,0.59,Hazardous
Mexico City,2143-06-26,163,32.4,41.9,34.8,42.2,14.0,78,6,Urban,459,2143,6,Jun,2143-06,1.31,Unhealthy
Beijing,2143-06-27,268,9.4,63.8,44.2,52.7,14.2,34,3,Urban,1279,2143,6,Jun,2143-06,0.23,Very Unhealthy
Beijing,2143-06-28,375,15.3,45.5,26.6,34.2,3.0,34,5,Urban,145,2143,6,Jun,2143-06,3.45,Hazardous
Delhi,2143-06-29,139,29.3,77.2,1.2,63.8,-3.7,56,5,Rural,1195,2143,6,Jun,2143-06,0.42,Unhealthy for Sensitive Groups
Delhi,2143-06-30,275,4.4,47.2,54.0,59.6,17.9,89,7,Urban,784,2143,6,Jun,2143-06,0.89,Very Unhealthy
Beijing,2143-07-01,482,30.0,54.6,28.6,32.3,-4.5,84,11,Suburban,1039,2143,7,Jul,2143-07,1.06,Hazardous
Delhi,2143-07-02,385,44.8,3.1,27.0,40.3,-4.8,23,8,Rural,963,2143,7,Jul,2143-07,0.83,Hazardous
Beijing,2143-07-03,8,58.3,32.6,28.1,53.2,32.4,37,9,Suburban,1822,2143,7,Jul,2143-07,0.49,Good
Beijing,2143-07-04,27,24.8,52.2,20.6,28.2,31.7,79,7,Suburban,1466,2143,7,Jul,2143-07,0.48,Good
Tokyo,2143-07-05,84,18.6,48.9,41.7,25.1,4.3,48,9,Urban,953,2143,7,Jul,2143-07,0.94,Moderate
Delhi,2143-07-06,149,59.8,41.2,12.2,23.7,23.6,60,15,Urban,1045,2143,7,Jul,2143-07,1.44,Unhealthy for Sensitive Groups
Delhi,2143-07-07,237,28.9,60.1,39.0,29.4,-4.0,56,9,Urban,1539,2143,7,Jul,2143-07,0.58,Very Unhealthy
Los Angeles,2143-07-08,384,31.5,46.2,18.8,13.9,6.7,83,10,Urban,1997,2143,7,Jul,2143-07,0.5,Hazardous
Delhi,2143-07-09,93,39.4,40.7,21.2,53.8,20.2,89,8,Urban,1959,2143,7,Jul,2143-07,0.41,Moderate
Beijing,2143-07-10,114,30.6,63.3,26.2,37.4,14.8,63,12,Suburban,1518,2143,7,Jul,2143-07,0.79,Unhealthy for Sensitive Groups
Los Angeles,2143-07-11,236,21.5,50.0,22.2,35.4,13.6,65,13,Suburban,1322,2143,7,Jul,2143-07,0.98,Very Unhealthy
Delhi,2143-07-12,87,20.0,41.1,11.7,45.4,2.7,77,7,Rural,1771,2143,7,Jul,2143-07,0.4,Moderate
Cairo,2143-07-13,289,41.8,73.2,18.0,34.6,24.4,54,5,Suburban,987,2143,7,Jul,2143-07,0.51,Very Unhealthy
Beijing,2143-07-14,459,28.8,62.8,22.7,35.9,18.6,75,6,Urban,1076,2143,7,Jul,2143-07,0.56,Hazardous
Los Angeles,2143-07-15,340,44.0,76.9,17.4,35.7,2.7,23,6,Suburban,1003,2143,7,Jul,2143-07,0.6,Hazardous
Tokyo,2143-07-16,361,44.4,5.1,36.2,34.9,3.4,66,6,Urban,1853,2143,7,Jul,2143-07,0.32,Hazardous
London,2143-07-17,190,55.6,82.5,51.9,36.5,33.5,76,7,Urban,1030,2143,7,Jul,2143-07,0.68,Unhealthy
Delhi,2143-07-18,231,32.6,44.9,25.6,23.9,9.5,36,5,Urban,1796,2143,7,Jul,2143-07,0.28,Very Unhealthy
Mexico City,2143-07-19,260,9.4,58.4,35.3,41.5,24.3,85,3,Rural,497,2143,7,Jul,2143-07,0.6,Very Unhealthy
Beijing,2143-07-20,307,25.3,40.1,39.1,29.2,0.3,22,0,Suburban,936,2143,7,Jul,2143-07,0.0,Hazardous
Beijing,2143-07-21,305,0.5,41.0,27.3,43.3,5.1,44,4,Urban,236,2143,7,Jul,2143-07,1.69,Hazardous
Los Angeles,2143-07-22,429,20.4,42.1,27.4,46.4,17.6,40,3,Suburban,1896,2143,7,Jul,2143-07,0.16,Hazardous
Beijing,2143-07-23,315,38.1,37.0,27.7,31.6,39.1,67,5,Urban,695,2143,7,Jul,2143-07,0.72,Hazardous
Beijing,2143-07-24,136,53.5,54.0,39.6,43.3,-2.9,56,9,Urban,952,2143,7,Jul,2143-07,0.95,Unhealthy for Sensitive Groups
Mexico City,2143-07-25,33,23.9,52.0,25.7,54.0,8.1,50,9,Urban,382,2143,7,Jul,2143-07,2.36,Good
Delhi,2143-07-26,104,40.2,27.9,19.2,32.0,17.0,69,6,Urban,265,2143,7,Jul,2143-07,2.26,Unhealthy for Sensitive Groups
Mexico City,2143-07-27,142,16.4,24.7,18.9,36.8,28.4,68,7,Urban,1871,2143,7,Jul,2143-07,0.37,Unhealthy for Sensitive Groups
Delhi,2143-07-28,292,30.7,27.4,19.5,30.5,21.9,86,11,Suburban,914,2143,7,Jul,2143-07,1.2,Very Unhealthy
Mexico City,2143-07-29,166,37.9,36.5,34.1,50.6,7.1,72,8,Urban,1750,2143,7,Jul,2143-07,0.46,Unhealthy
Delhi,2143-07-30,123,41.3,49.1,27.6,59.7,18.8,87,5,Urban,745,2143,7,Jul,2143-07,0.67,Unhealthy for Sensitive Groups
Los Angeles,2143-07-31,432,33.1,56.5,34.1,20.1,11.9,43,10,Rural,1034,2143,7,Jul,2143-07,0.97,Hazardous
Delhi,2143-08-01,134,13.3,50.6,26.8,52.8,2.8,94,1,Suburban,1261,2143,8,Aug,2143-08,0.08,Unhealthy for Sensitive Groups
Mexico City,2143-08-02,90,45.6,32.8,35.1,51.0,5.2,63,10,Urban,539,2143,8,Aug,2143-08,1.86,Moderate
Mexico City,2143-08-03,437,12.4,71.0,36.7,38.4,21.5,39,5,Suburban,1071,2143,8,Aug,2143-08,0.47,Hazardous
Beijing,2143-08-04,32,37.6,18.4,19.2,43.5,4.9,57,12,Urban,894,2143,8,Aug,2143-08,1.34,Good
Mexico City,2143-08-05,43,47.0,54.1,15.4,28.7,1.0,55,11,Urban,1879,2143,8,Aug,2143-08,0.59,Good
London,2143-08-06,178,24.7,38.4,9.4,38.2,4.8,34,5,Urban,1975,2143,8,Aug,2143-08,0.25,Unhealthy
Delhi,2143-08-07,263,23.9,45.5,26.5,35.5,15.7,85,2,Suburban,1536,2143,8,Aug,2143-08,0.13,Very Unhealthy
Mexico City,2143-08-08,342,26.1,55.5,39.1,30.9,14.3,64,6,Suburban,1802,2143,8,Aug,2143-08,0.33,Hazardous
Beijing,2143-08-09,187,55.5,59.1,22.0,56.1,29.0,80,10,Suburban,247,2143,8,Aug,2143-08,4.05,Unhealthy
Mexico City,2143-08-10,320,65.8,75.4,26.5,35.1,15.9,42,12,Urban,1775,2143,8,Aug,2143-08,0.68,Hazardous
London,2143-08-11,306,47.5,64.0,21.9,45.2,38.2,31,5,Urban,1004,2143,8,Aug,2143-08,0.5,Hazardous
Mexico City,2143-08-12,338,57.3,53.7,20.3,41.8,37.4,66,13,Urban,584,2143,8,Aug,2143-08,2.23,Hazardous
Delhi,2143-08-13,82,37.3,50.4,15.1,51.7,37.5,27,8,Urban,967,2143,8,Aug,2143-08,0.83,Moderate
Beijing,2143-08-14,462,68.7,53.4,27.4,36.6,25.3,86,5,Urban,1741,2143,8,Aug,2143-08,0.29,Hazardous
Beijing,2143-08-15,292,21.1,76.4,14.2,8.1,10.8,20,8,Rural,680,2143,8,Aug,2143-08,1.18,Very Unhealthy
Delhi,2143-08-16,197,30.8,76.9,45.7,39.8,3.8,61,9,Urban,953,2143,8,Aug,2143-08,0.94,Unhealthy
Mexico City,2143-08-17,369,36.5,48.4,29.2,43.4,23.6,89,6,Urban,691,2143,8,Aug,2143-08,0.87,Hazardous
Los Angeles,2143-08-18,242,12.9,18.7,22.6,26.9,-4.9,37,5,Urban,1636,2143,8,Aug,2143-08,0.31,Very Unhealthy
Los Angeles,2143-08-19,198,42.3,13.0,32.3,43.7,-2.6,38,15,Urban,1714,2143,8,Aug,2143-08,0.88,Unhealthy
Delhi,2143-08-20,148,16.1,54.8,30.5,42.1,8.3,82,4,Urban,704,2143,8,Aug,2143-08,0.57,Unhealthy for Sensitive Groups
Los Angeles,2143-08-21,111,68.2,45.5,11.7,50.2,28.7,92,12,Suburban,589,2143,8,Aug,2143-08,2.04,Unhealthy for Sensitive Groups
Beijing,2143-08-22,142,44.3,73.0,44.7,35.0,11.7,82,14,Urban,519,2143,8,Aug,2143-08,2.7,Unhealthy for Sensitive Groups
Delhi,2143-08-23,308,41.7,51.6,38.7,47.5,12.9,83,10,Suburban,762,2143,8,Aug,2143-08,1.31,Hazardous
Beijing,2143-08-24,70,31.9,43.4,36.2,58.2,24.2,54,2,Urban,1852,2143,8,Aug,2143-08,0.11,Moderate
Mexico City,2143-08-25,477,31.7,51.3,32.0,29.9,10.9,71,10,Urban,317,2143,8,Aug,2143-08,3.15,Hazardous
Beijing,2143-08-26,344,28.6,39.9,22.6,27.4,-4.7,73,5,Suburban,1492,2143,8,Aug,2143-08,0.34,Hazardous
London,2143-08-27,499,19.0,50.6,27.9,20.6,-3.2,61,2,Urban,1673,2143,8,Aug,2143-08,0.12,Hazardous
Delhi,2143-08-28,104,20.5,96.5,37.4,40.5,10.5,21,10,Urban,1091,2143,8,Aug,2143-08,0.92,Unhealthy for Sensitive Groups
Beijing,2143-08-29,60,47.4,59.3,36.8,9.3,6.9,86,9,Urban,1676,2143,8,Aug,2143-08,0.54,Moderate
Delhi,2143-08-30,98,47.0,81.6,28.9,58.1,20.6,75,15,Rural,1372,2143,8,Aug,2143-08,1.09,Moderate
Delhi,2143-08-31,7,17.3,78.6,13.4,36.0,1.2,26,3,Suburban,413,2143,8,Aug,2143-08,0.73,Good
Beijing,2143-09-01,138,54.8,43.7,34.5,68.9,-3.6,37,11,Urban,1857,2143,9,Sep,2143-09,0.59,Unhealthy for Sensitive Groups
Los Angeles,2143-09-02,292,29.4,84.2,22.7,42.9,31.3,76,14,Urban,1647,2143,9,Sep,2143-09,0.85,Very Unhealthy
Beijing,2143-09-03,65,38.4,96.6,30.7,50.2,-2.2,72,9,Rural,892,2143,9,Sep,2143-09,1.01,Moderate
Beijing,2143-09-04,147,25.4,62.2,21.7,32.8,22.8,53,10,Suburban,760,2143,9,Sep,2143-09,1.32,Unhealthy for Sensitive Groups
Beijing,2143-09-05,101,11.0,31.8,16.2,43.1,5.0,83,8,Suburban,775,2143,9,Sep,2143-09,1.03,Unhealthy for Sensitive Groups
Beijing,2143-09-06,393,27.8,64.0,21.6,54.0,9.3,21,7,Urban,249,2143,9,Sep,2143-09,2.81,Hazardous
Delhi,2143-09-07,460,25.4,67.5,23.6,46.4,23.5,33,8,Urban,762,2143,9,Sep,2143-09,1.05,Hazardous
Mexico City,2143-09-08,424,68.6,87.5,24.1,20.6,-3.5,43,16,Suburban,1286,2143,9,Sep,2143-09,1.24,Hazardous
London,2143-09-09,329,26.0,57.7,39.5,26.6,28.0,25,8,Rural,357,2143,9,Sep,2143-09,2.24,Hazardous
Los Angeles,2143-09-10,170,29.0,58.1,34.6,54.4,23.0,49,8,Rural,746,2143,9,Sep,2143-09,1.07,Unhealthy
Delhi,2143-09-11,467,54.6,35.0,19.8,40.7,32.5,71,8,Urban,351,2143,9,Sep,2143-09,2.28,Hazardous
Beijing,2143-09-12,483,63.4,49.6,38.9,31.7,28.1,53,9,Urban,449,2143,9,Sep,2143-09,2.0,Hazardous
Mexico City,2143-09-13,320,32.1,25.8,31.3,19.7,10.0,88,0,Urban,110,2143,9,Sep,2143-09,0.0,Hazardous
London,2143-09-14,158,29.4,35.5,35.7,31.1,35.2,46,5,Urban,948,2143,9,Sep,2143-09,0.53,Unhealthy
Delhi,2143-09-15,371,36.6,70.2,16.1,19.7,30.0,33,5,Suburban,1745,2143,9,Sep,2143-09,0.29,Hazardous
Delhi,2143-09-16,69,36.7,52.5,33.8,25.5,37.5,89,9,Suburban,170,2143,9,Sep,2143-09,5.29,Moderate
Tokyo,2143-09-17,83,37.6,43.8,19.2,62.9,20.9,93,14,Urban,1575,2143,9,Sep,2143-09,0.89,Moderate
Delhi,2143-09-18,180,32.9,42.3,49.3,46.4,-4.2,46,9,Urban,1897,2143,9,Sep,2143-09,0.47,Unhealthy
São Paulo,2143-09-19,248,41.2,30.2,13.9,47.7,20.1,41,9,Urban,1834,2143,9,Sep,2143-09,0.49,Very Unhealthy
Mexico City,2143-09-20,395,25.7,64.1,40.7,43.0,15.4,85,8,Rural,518,2143,9,Sep,2143-09,1.54,Hazardous
Beijing,2143-09-21,349,53.3,79.6,38.6,28.0,18.7,44,10,Suburban,579,2143,9,Sep,2143-09,1.73,Hazardous
Delhi,2143-09-22,454,39.9,26.9,24.9,40.8,30.7,28,12,Suburban,1448,2143,9,Sep,2143-09,0.83,Hazardous
London,2143-09-23,219,36.3,70.3,40.5,46.7,37.0,55,6,Urban,1119,2143,9,Sep,2143-09,0.54,Very Unhealthy
Delhi,2143-09-24,401,44.9,54.3,45.0,39.2,1.8,74,10,Suburban,1056,2143,9,Sep,2143-09,0.95,Hazardous
Beijing,2143-09-25,305,57.2,88.7,31.7,35.7,-4.1,26,18,Urban,868,2143,9,Sep,2143-09,2.07,Hazardous
Delhi,2143-09-26,439,16.0,53.9,10.4,59.0,-4.8,44,3,Urban,807,2143,9,Sep,2143-09,0.37,Hazardous
Delhi,2143-09-27,41,27.4,81.3,27.4,35.8,35.0,39,4,Urban,753,2143,9,Sep,2143-09,0.53,Good
Los Angeles,2143-09-28,164,9.4,42.8,36.2,41.4,18.7,47,4,Urban,1505,2143,9,Sep,2143-09,0.27,Unhealthy
Delhi,2143-09-29,369,11.4,43.7,32.6,21.0,30.3,52,4,Urban,688,2143,9,Sep,2143-09,0.58,Hazardous
Mexico City,2143-09-30,429,40.7,24.3,27.9,50.8,-2.0,23,7,Urban,80,2143,9,Sep,2143-09,8.75,Hazardous
Los Angeles,2143-10-01,43,43.4,57.9,33.5,38.8,11.9,20,11,Suburban,1808,2143,10,Oct,2143-10,0.61,Good
Beijing,2143-10-02,416,31.8,22.6,27.3,17.0,37.7,26,6,Urban,1619,2143,10,Oct,2143-10,0.37,Hazardous
Mexico City,2143-10-03,248,53.5,81.9,21.0,56.0,28.2,39,9,Urban,951,2143,10,Oct,2143-10,0.95,Very Unhealthy
Delhi,2143-10-04,350,37.9,17.0,30.8,44.2,10.5,82,10,Urban,277,2143,10,Oct,2143-10,3.61,Hazardous
London,2143-10-05,125,41.2,51.4,35.7,35.9,8.0,94,11,Suburban,1062,2143,10,Oct,2143-10,1.04,Unhealthy for Sensitive Groups
Delhi,2143-10-06,446,57.4,36.3,14.8,37.4,26.2,32,8,Urban,1288,2143,10,Oct,2143-10,0.62,Hazardous
Mexico City,2143-10-07,306,29.1,29.0,25.7,36.2,16.1,94,11,Urban,686,2143,10,Oct,2143-10,1.6,Hazardous
London,2143-10-08,161,30.2,52.0,44.1,27.7,28.3,71,7,Urban,521,2143,10,Oct,2143-10,1.34,Unhealthy
Los Angeles,2143-10-09,190,16.4,88.1,23.4,40.1,35.7,22,6,Rural,840,2143,10,Oct,2143-10,0.71,Unhealthy
Delhi,2143-10-10,222,30.7,58.3,37.4,23.5,19.3,80,8,Urban,1768,2143,10,Oct,2143-10,0.45,Very Unhealthy
Beijing,2143-10-11,276,6.9,42.3,31.3,58.4,-4.4,62,11,Urban,418,2143,10,Oct,2143-10,2.63,Very Unhealthy
London,2143-10-12,122,29.4,7.9,37.1,47.1,11.3,36,5,Urban,849,2143,10,Oct,2143-10,0.59,Unhealthy for Sensitive Groups
London,2143-10-13,5,19.4,39.9,35.5,52.0,33.6,55,9,Rural,465,2143,10,Oct,2143-10,1.94,Good
Mexico City,2143-10-14,279,38.6,17.2,47.6,19.7,17.2,37,4,Urban,609,2143,10,Oct,2143-10,0.66,Very Unhealthy
Delhi,2143-10-15,202,47.3,87.9,35.2,27.3,2.6,43,6,Suburban,1975,2143,10,Oct,2143-10,0.3,Very Unhealthy
Beijing,2143-10-16,27,39.4,55.2,42.8,26.6,22.3,80,8,Rural,1133,2143,10,Oct,2143-10,0.71,Good
Cairo,2143-10-17,411,28.4,91.3,47.8,58.4,33.0,77,9,Suburban,100,2143,10,Oct,2143-10,9.0,Hazardous
Delhi,2143-10-18,14,44.3,68.3,45.2,35.5,23.4,28,11,Suburban,1462,2143,10,Oct,2143-10,0.75,Good
London,2143-10-19,423,41.3,21.0,46.2,18.6,20.1,93,12,Suburban,1403,2143,10,Oct,2143-10,0.86,Hazardous
Beijing,2143-10-20,42,38.7,28.3,39.1,24.3,22.3,34,7,Suburban,1670,2143,10,Oct,2143-10,0.42,Good
Los Angeles,2143-10-21,461,43.3,35.4,20.8,43.3,13.2,86,4,Urban,1814,2143,10,Oct,2143-10,0.22,Hazardous
Delhi,2143-10-22,115,55.0,54.9,42.4,56.0,34.4,68,13,Suburban,1695,2143,10,Oct,2143-10,0.77,Unhealthy for Sensitive Groups
Delhi,2143-10-23,339,31.0,18.2,35.3,38.8,36.4,35,11,Suburban,1604,2143,10,Oct,2143-10,0.69,Hazardous
Beijing,2143-10-24,81,38.0,58.9,26.5,58.5,22.3,69,6,Urban,819,2143,10,Oct,2143-10,0.73,Moderate
London,2143-10-25,88,31.5,56.8,33.8,37.1,8.4,48,10,Suburban,1748,2143,10,Oct,2143-10,0.57,Moderate
Mexico City,2143-10-26,431,67.8,26.4,39.4,62.0,38.3,66,22,Suburban,71,2143,10,Oct,2143-10,30.99,Hazardous
Mexico City,2143-10-27,471,29.0,22.0,28.1,62.3,-3.2,75,11,Urban,1610,2143,10,Oct,2143-10,0.68,Hazardous
São Paulo,2143-10-28,441,34.9,51.3,25.2,21.1,18.9,85,9,Urban,1369,2143,10,Oct,2143-10,0.66,Hazardous
Beijing,2143-10-29,284,23.8,31.4,49.4,51.6,32.6,87,0,Urban,738,2143,10,Oct,2143-10,0.0,Very Unhealthy
London,2143-10-30,280,40.9,64.9,48.2,49.6,8.2,49,3,Urban,1152,2143,10,Oct,2143-10,0.26,Very Unhealthy
Delhi,2143-10-31,329,35.9,65.9,30.6,35.9,34.3,80,14,Suburban,912,2143,10,Oct,2143-10,1.54,Hazardous
Delhi,2143-11-01,160,19.1,61.4,31.2,35.0,13.6,54,2,Urban,814,2143,11,Nov,2143-11,0.25,Unhealthy
Beijing,2143-11-02,290,14.0,68.4,41.2,41.2,-3.6,79,8,Urban,1121,2143,11,Nov,2143-11,0.71,Very Unhealthy
Cairo,2143-11-03,128,23.7,53.9,40.3,23.4,34.2,37,12,Urban,485,2143,11,Nov,2143-11,2.47,Unhealthy for Sensitive Groups
Los Angeles,2143-11-04,482,49.4,60.6,20.3,34.9,37.8,50,12,Urban,1850,2143,11,Nov,2143-11,0.65,Hazardous
Delhi,2143-11-05,230,28.8,36.4,26.8,65.7,15.1,67,13,Urban,479,2143,11,Nov,2143-11,2.71,Very Unhealthy
Cairo,2143-11-06,420,27.8,52.2,32.2,39.1,29.5,55,13,Urban,343,2143,11,Nov,2143-11,3.79,Hazardous
Los Angeles,2143-11-07,461,10.3,51.6,8.9,46.0,0.2,48,10,Urban,1101,2143,11,Nov,2143-11,0.91,Hazardous
Los Angeles,2143-11-08,148,29.1,76.2,40.0,62.1,22.0,52,5,Suburban,1152,2143,11,Nov,2143-11,0.43,Unhealthy for Sensitive Groups
Mexico City,2143-11-09,329,48.4,61.8,34.5,15.5,2.3,42,11,Rural,416,2143,11,Nov,2143-11,2.64,Hazardous
Beijing,2143-11-10,184,66.3,85.0,18.2,40.6,2.2,80,12,Urban,219,2143,11,Nov,2143-11,5.48,Unhealthy
Delhi,2143-11-11,446,42.0,28.7,43.2,38.1,29.8,72,7,Suburban,1564,2143,11,Nov,2143-11,0.45,Hazardous
Mexico City,2143-11-12,46,33.7,29.2,36.7,49.7,24.3,78,13,Urban,1744,2143,11,Nov,2143-11,0.75,Good
Delhi,2143-11-13,318,6.0,64.4,30.1,45.4,9.7,32,0,Urban,1875,2143,11,Nov,2143-11,0.0,Hazardous
Mexico City,2143-11-14,192,19.5,0.9,20.5,20.5,37.2,24,4,Suburban,896,2143,11,Nov,2143-11,0.45,Unhealthy
Beijing,2143-11-15,111,34.4,60.3,22.5,28.8,10.1,31,5,Urban,1345,2143,11,Nov,2143-11,0.37,Unhealthy for Sensitive Groups
Mexico City,2143-11-16,424,8.8,86.0,51.3,38.3,-1.8,72,3,Urban,1416,2143,11,Nov,2143-11,0.21,Hazardous
London,2143-11-17,97,23.0,52.6,23.7,24.1,22.6,67,5,Urban,252,2143,11,Nov,2143-11,1.98,Moderate
Beijing,2143-11-18,5,28.3,61.7,35.1,57.5,11.6,61,7,Rural,299,2143,11,Nov,2143-11,2.34,Good
Beijing,2143-11-19,337,41.8,75.3,32.6,43.8,13.0,81,12,Urban,1908,2143,11,Nov,2143-11,0.63,Hazardous
Delhi,2143-11-20,434,16.3,52.5,31.3,52.5,24.5,93,2,Urban,1916,2143,11,Nov,2143-11,0.1,Hazardous
Delhi,2143-11-21,282,41.1,23.4,18.6,33.5,6.7,44,13,Urban,1227,2143,11,Nov,2143-11,1.06,Very Unhealthy
Delhi,2143-11-22,429,53.3,112.9,51.2,50.2,23.6,68,7,Rural,251,2143,11,Nov,2143-11,2.79,Hazardous
Delhi,2143-11-23,170,23.0,62.2,36.9,39.0,20.6,63,7,Urban,134,2143,11,Nov,2143-11,5.22,Unhealthy
Beijing,2143-11-24,280,5.1,45.2,25.5,23.3,7.7,27,8,Urban,1571,2143,11,Nov,2143-11,0.51,Very Unhealthy
Beijing,2143-11-25,134,46.5,67.4,23.0,14.9,9.3,46,5,Suburban,849,2143,11,Nov,2143-11,0.59,Unhealthy for Sensitive Groups
Tokyo,2143-11-26,181,33.1,85.6,32.8,44.8,17.8,88,10,Urban,1800,2143,11,Nov,2143-11,0.56,Unhealthy
Delhi,2143-11-27,445,31.5,52.3,26.7,14.2,5.5,94,7,Suburban,1685,2143,11,Nov,2143-11,0.42,Hazardous
Delhi,2143-11-28,497,32.6,54.5,31.7,34.7,18.5,23,11,Suburban,335,2143,11,Nov,2143-11,3.28,Hazardous
Los Angeles,2143-11-29,302,26.2,52.6,36.9,60.4,7.1,74,15,Urban,794,2143,11,Nov,2143-11,1.89,Hazardous
Delhi,2143-11-30,133,17.7,62.1,16.0,38.6,32.2,24,6,Urban,1786,2143,11,Nov,2143-11,0.34,Unhealthy for Sensitive Groups
Mexico City,2143-12-01,490,36.1,12.0,57.6,38.5,16.5,38,4,Rural,1063,2143,12,Dec,2143-12,0.38,Hazardous
Los Angeles,2143-12-02,457,20.1,62.5,15.9,36.9,11.0,50,9,Urban,1776,2143,12,Dec,2143-12,0.51,Hazardous
Mexico City,2143-12-03,250,27.3,42.0,27.6,28.6,27.6,47,5,Rural,1134,2143,12,Dec,2143-12,0.44,Very Unhealthy
Delhi,2143-12-04,334,22.0,26.1,16.8,47.3,32.1,85,5,Suburban,1818,2143,12,Dec,2143-12,0.28,Hazardous
Delhi,2143-12-05,262,27.5,61.9,41.9,21.8,4.2,84,8,Urban,517,2143,12,Dec,2143-12,1.55,Very Unhealthy
São Paulo,2143-12-06,71,37.2,32.8,45.3,14.3,36.6,53,1,Urban,1784,2143,12,Dec,2143-12,0.06,Moderate
London,2143-12-07,331,36.4,40.1,35.6,32.2,15.6,73,8,Suburban,1868,2143,12,Dec,2143-12,0.43,Hazardous
Los Angeles,2143-12-08,171,37.5,46.1,25.4,29.9,5.6,25,5,Rural,1507,2143,12,Dec,2143-12,0.33,Unhealthy
Delhi,2143-12-09,377,40.6,45.8,24.7,50.2,-5.0,87,8,Urban,486,2143,12,Dec,2143-12,1.65,Hazardous
Beijing,2143-12-10,253,9.4,38.7,38.0,37.8,21.0,55,9,Urban,845,2143,12,Dec,2143-12,1.07,Very Unhealthy
Los Angeles,2143-12-11,472,64.3,25.2,45.4,38.3,16.9,53,11,Rural,1104,2143,12,Dec,2143-12,1.0,Hazardous
Delhi,2143-12-12,57,33.0,16.1,31.7,57.8,-1.1,79,3,Urban,1599,2143,12,Dec,2143-12,0.19,Moderate
Cairo,2143-12-13,3,39.9,40.5,11.9,43.0,37.8,73,0,Urban,220,2143,12,Dec,2143-12,0.0,Good
Cairo,2143-12-14,243,28.4,63.6,21.5,28.3,6.8,59,9,Rural,1521,2143,12,Dec,2143-12,0.59,Very Unhealthy
Delhi,2143-12-15,103,51.7,47.9,24.0,34.2,28.0,50,7,Suburban,182,2143,12,Dec,2143-12,3.85,Unhealthy for Sensitive Groups
Delhi,2143-12-16,151,52.2,58.1,32.6,51.8,36.4,65,7,Urban,1708,2143,12,Dec,2143-12,0.41,Unhealthy
Beijing,2143-12-17,189,44.1,38.6,40.3,37.6,13.2,50,9,Urban,1465,2143,12,Dec,2143-12,0.61,Unhealthy
Beijing,2143-12-18,359,24.7,77.3,33.4,46.4,32.3,77,6,Suburban,58,2143,12,Dec,2143-12,10.34,Hazardous
Beijing,2143-12-19,302,31.7,40.3,33.3,33.0,18.1,42,11,Suburban,1274,2143,12,Dec,2143-12,0.86,Hazardous
Mexico City,2143-12-20,242,28.8,7.6,22.1,36.8,36.9,25,12,Suburban,1739,2143,12,Dec,2143-12,0.69,Very Unhealthy
Beijing,2143-12-21,8,38.3,30.9,24.9,57.5,2.2,85,11,Rural,1358,2143,12,Dec,2143-12,0.81,Good
Delhi,2143-12-22,455,45.5,65.9,38.1,43.7,3.5,41,10,Urban,873,2143,12,Dec,2143-12,1.15,Hazardous
Delhi,2143-12-23,432,49.8,53.1,34.6,40.6,28.5,53,4,Urban,1454,2143,12,Dec,2143-12,0.28,Hazardous
